Rk,Season,Tm,Lg,G,W,L,W/L%,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,FT/FGA,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_FT/FGA
1,2020-21,WAS*,NBA,72,34,38,.472,-1.83,-0.01,-1.85,104.1,111.2,113.0,.531,0.569,12.3,21.3,0.221,.539,0.576,12.5,22.4,0.217
2,2020-21,UTA*,NBA,72,52,20,.722,9.25,-0.29,8.97,98.5,117.6,108.3,.563,0.597,12.7,24.5,0.195,.507,0.537,10.3,20.7,0.159
3,2020-21,TOR,NBA,72,27,45,.375,-0.47,-0.07,-0.54,99.2,112.0,112.5,.529,0.567,11.9,20.8,0.196,.543,0.584,14.4,23.7,0.234
4,2020-21,SAS,NBA,72,33,39,.458,-1.74,0.15,-1.58,98.9,111.0,112.8,.517,0.554,10.2,20.0,0.192,.541,0.570,11.8,22.7,0.174
5,2020-21,SAC,NBA,72,31,41,.431,-3.68,0.23,-3.45,100.0,113.6,117.2,.549,0.578,12.0,21.3,0.185,.557,0.591,12.1,25.0,0.199
6,2020-21,POR*,NBA,72,42,30,.583,1.79,0.01,1.81,98.4,117.8,116.0,.540,0.577,9.9,23.0,0.195,.546,0.582,11.2,22.5,0.203
7,2020-21,PHO*,NBA,72,51,21,.708,5.82,-0.15,5.67,97.2,117.2,111.3,.564,0.597,11.5,20.8,0.177,.534,0.568,12.4,21.5,0.194
8,2020-21,PHI*,NBA,72,49,23,.681,5.58,-0.31,5.28,99.5,113.2,107.6,.541,0.579,12.8,23.2,0.225,.521,0.557,13.8,21.8,0.200
9,2020-21,ORL,NBA,72,21,51,.292,-9.31,0.29,-9.02,98.7,105.1,114.5,.490,0.527,11.5,21.6,0.186,.547,0.577,11.5,21.8,0.169
10,2020-21,OKC,NBA,72,22,50,.306,-10.64,0.51,-10.13,101.0,103.5,114.0,.509,0.539,14.2,21.2,0.176,.547,0.576,11.5,22.1,0.167
11,2020-21,NYK*,NBA,72,41,31,.569,2.31,-0.18,2.13,95.9,110.6,108.2,.524,0.559,11.9,21.9,0.190,.509,0.545,11.7,21.4,0.196
12,2020-21,NOP,NBA,72,31,41,.431,-0.29,0.10,-0.20,100.1,113.5,113.8,.537,0.570,12.7,26.3,0.214,.550,0.583,11.9,20.0,0.186
13,2020-21,MIN,NBA,72,23,49,.319,-5.56,0.31,-5.25,101.6,109.5,115.0,.520,0.555,12.4,22.7,0.193,.556,0.591,13.3,23.2,0.207
14,2020-21,MIL*,NBA,72,46,26,.639,5.89,-0.32,5.57,102.2,117.2,111.4,.566,0.593,12.0,23.3,0.177,.536,0.565,11.5,20.3,0.157
15,2020-21,MIA*,NBA,72,40,32,.556,0.03,-0.09,-0.06,96.6,111.2,111.2,.546,0.581,13.1,19.4,0.199,.542,0.575,13.8,22.1,0.183
16,2020-21,MEM*,NBA,72,38,34,.528,1.03,0.04,1.07,100.4,112.0,111.0,.528,0.560,11.6,24.2,0.179,.535,0.570,13.1,21.7,0.196
17,2020-21,LAL*,NBA,72,42,30,.583,2.79,-0.03,2.77,98.7,109.9,107.1,.536,0.569,13.6,22.5,0.200,.526,0.559,13.7,20.3,0.184
18,2020-21,LAC*,NBA,72,47,25,.653,6.18,-0.16,6.02,96.9,117.6,111.2,.564,0.599,12.2,22.7,0.186,.531,0.564,11.9,20.9,0.186
19,2020-21,IND,NBA,72,34,38,.472,-0.04,-0.08,-0.13,101.6,112.4,112.4,.542,0.575,11.9,20.2,0.180,.531,0.567,12.7,25.1,0.201
20,2020-21,HOU,NBA,72,17,55,.236,-7.90,0.40,-7.50,101.4,107.1,114.9,.521,0.553,13.0,19.8,0.187,.555,0.589,12.9,22.9,0.201
21,2020-21,GSW,NBA,72,39,33,.542,1.06,0.04,1.10,102.2,111.1,110.1,.551,0.583,13.3,17.9,0.188,.522,0.562,13.1,23.4,0.223
22,2020-21,DET,NBA,72,20,52,.278,-4.47,0.09,-4.38,97.9,108.0,112.5,.519,0.556,13.5,21.9,0.207,.541,0.574,12.6,23.1,0.195
23,2020-21,DEN*,NBA,72,47,25,.653,4.93,-0.11,4.82,97.1,117.1,112.1,.557,0.588,12.1,24.7,0.176,.545,0.579,12.9,21.1,0.200
24,2020-21,DAL*,NBA,72,42,30,.583,2.26,-0.01,2.26,97.3,115.4,113.0,.550,0.582,11.1,21.1,0.189,.534,0.568,11.5,22.2,0.197
25,2020-21,CLE,NBA,72,22,50,.306,-8.44,0.25,-8.19,97.3,105.8,114.4,.508,0.543,13.9,23.6,0.194,.556,0.587,13.0,23.4,0.183
26,2020-21,CHO,NBA,72,33,39,.458,-1.93,-0.01,-1.94,98.3,110.9,112.8,.532,0.564,13.3,23.5,0.181,.550,0.576,13.2,24.3,0.163
27,2020-21,CHI,NBA,72,31,41,.431,-0.89,-0.05,-0.94,99.0,111.1,112.0,.547,0.575,13.6,22.3,0.156,.538,0.572,11.6,19.7,0.196
28,2020-21,BRK*,NBA,72,48,24,.667,4.50,-0.27,4.24,99.5,118.3,113.8,.575,0.610,12.2,21.4,0.208,.531,0.565,11.1,22.7,0.187
29,2020-21,BOS*,NBA,72,36,36,.500,1.46,-0.14,1.32,98.3,114.0,112.5,.543,0.574,12.5,24.3,0.181,.539,0.577,12.8,21.9,0.215
30,2020-21,ATL*,NBA,72,41,31,.569,2.32,-0.18,2.14,97.6,115.7,113.3,.539,0.581,11.9,24.4,0.226,.530,0.566,11.1,22.2,0.190
31,2019-20,WAS,NBA,72,25,47,.347,-4.67,-0.57,-5.24,102.7,110.9,115.5,.523,0.562,12.2,22.2,0.213,.558,0.596,13.9,24.7,0.231
32,2019-20,UTA*,NBA,72,44,28,.611,2.47,0.05,2.52,98.6,112.3,109.9,.549,0.585,13.7,21.6,0.208,.518,0.552,11.1,21.1,0.185
33,2019-20,TOR*,NBA,72,53,19,.736,6.24,-0.26,5.97,100.9,111.1,105.0,.536,0.574,13.1,21.3,0.210,.502,0.541,14.6,23.3,0.202
34,2019-20,SAS,NBA,71,32,39,.451,-1.11,0.46,-0.65,100.5,112.4,113.5,.531,0.572,11.2,20.1,0.212,.542,0.576,11.7,20.8,0.193
35,2019-20,SAC,NBA,72,31,41,.431,-2.04,0.46,-1.59,98.9,110.2,112.2,.534,0.566,13.0,21.9,0.177,.543,0.583,13.6,21.6,0.225
36,2019-20,POR*,NBA,74,35,39,.473,-1.15,0.54,-0.61,100.7,113.7,114.8,.533,0.570,11.2,22.4,0.194,.530,0.566,11.2,24.7,0.208
37,2019-20,PHO,NBA,73,34,39,.466,0.22,0.35,0.56,101.3,111.7,111.4,.532,0.576,13.0,22.2,0.226,.539,0.578,13.7,21.2,0.221
38,2019-20,PHI*,NBA,73,43,30,.589,2.38,-0.13,2.25,99.0,111.3,109.0,.534,0.566,12.7,23.9,0.193,.523,0.560,12.5,19.7,0.214
39,2019-20,ORL*,NBA,73,33,40,.452,-1.01,0.09,-0.93,98.6,108.5,109.5,.506,0.544,11.5,22.3,0.198,.535,0.566,13.2,20.9,0.176
40,2019-20,OKC*,NBA,72,44,28,.611,1.99,0.34,2.33,98.8,110.8,108.8,.530,0.573,12.4,19.3,0.231,.518,0.552,12.6,23.2,0.173
41,2019-20,NYK,NBA,66,21,45,.318,-6.45,-0.26,-6.72,98.6,106.5,113.0,.501,0.531,12.6,25.8,0.182,.541,0.577,12.4,21.7,0.224
42,2019-20,NOP,NBA,72,30,42,.417,-1.29,0.74,-0.55,103.7,110.7,111.9,.539,0.568,13.9,24.2,0.186,.532,0.570,12.4,22.2,0.212
43,2019-20,MIN,NBA,64,19,45,.297,-4.30,0.28,-4.02,103.4,108.1,112.2,.514,0.551,13.0,22.1,0.209,.541,0.579,13.2,22.8,0.218
44,2019-20,MIL*,NBA,73,56,17,.767,10.08,-0.67,9.41,105.1,112.4,102.9,.552,0.583,12.9,20.7,0.201,.489,0.525,12.0,18.4,0.178
45,2019-20,MIA*,NBA,73,44,29,.603,2.95,-0.35,2.59,98.3,112.5,109.5,.547,0.587,13.5,20.3,0.234,.523,0.562,12.6,20.5,0.213
46,2019-20,MEM,NBA,73,34,39,.466,-1.07,0.16,-0.91,102.8,109.2,110.3,.528,0.561,13.2,23.0,0.183,.521,0.561,12.7,22.2,0.217
47,2019-20,LAL*,NBA,71,52,19,.732,5.79,0.49,6.28,100.9,112.0,106.3,.542,0.573,13.3,24.5,0.201,.515,0.554,14.1,21.2,0.205
48,2019-20,LAC*,NBA,72,49,23,.681,6.44,0.21,6.66,101.5,113.9,107.6,.535,0.577,12.6,23.5,0.233,.506,0.544,12.2,22.4,0.206
49,2019-20,IND*,NBA,73,45,28,.616,1.96,-0.33,1.63,98.9,110.0,108.0,.534,0.565,12.0,20.0,0.170,.511,0.548,13.0,23.3,0.192
50,2019-20,HOU*,NBA,72,44,28,.611,2.96,0.17,3.13,103.7,112.9,110.1,.537,0.578,12.6,21.0,0.228,.529,0.563,13.7,24.4,0.197
51,2019-20,GSW,NBA,65,15,50,.231,-8.71,0.59,-8.12,100.3,105.2,113.8,.497,0.540,13.2,21.5,0.212,.553,0.586,13.7,23.6,0.193
52,2019-20,DET,NBA,66,20,46,.303,-3.56,-0.82,-4.38,97.6,109.0,112.7,.529,0.561,13.8,22.6,0.194,.541,0.574,12.7,24.1,0.186
53,2019-20,DEN*,NBA,73,46,27,.630,2.11,0.24,2.35,97.1,113.1,111.0,.535,0.567,12.3,24.8,0.183,.533,0.567,12.9,23.2,0.198
54,2019-20,DAL*,NBA,75,43,32,.573,4.95,-0.07,4.87,99.3,116.7,111.7,.545,0.581,11.2,23.2,0.206,.525,0.556,10.6,22.3,0.175
55,2019-20,CLE,NBA,65,19,46,.292,-7.89,0.12,-7.77,98.7,107.5,115.4,.522,0.553,14.6,24.6,0.172,.560,0.587,11.7,22.6,0.164
56,2019-20,CHO,NBA,65,23,42,.354,-6.75,-0.28,-7.03,95.8,106.3,113.3,.504,0.539,13.3,23.9,0.188,.546,0.573,13.1,25.6,0.159
57,2019-20,CHI,NBA,65,22,43,.338,-3.08,-0.93,-4.00,99.7,106.7,109.8,.515,0.547,13.7,22.8,0.175,.546,0.585,16.3,24.4,0.239
58,2019-20,BRK*,NBA,72,35,37,.486,-0.57,-0.44,-1.01,101.4,108.9,109.5,.520,0.554,13.1,23.2,0.199,.511,0.546,11.0,22.2,0.187
59,2019-20,BOS*,NBA,72,48,24,.667,6.31,-0.47,5.83,99.5,113.3,107.0,.531,0.570,12.2,23.9,0.207,.509,0.549,13.5,22.6,0.215
60,2019-20,ATL,NBA,67,20,47,.299,-7.97,0.27,-7.71,103.0,107.2,114.8,.515,0.554,13.8,21.6,0.204,.543,0.582,12.7,25.1,0.233
61,2018-19,WAS,NBA,82,32,50,.390,-2.90,-0.40,-3.30,101.4,111.1,113.9,.531,0.567,12.3,21.3,0.204,.546,0.581,13.5,25.9,0.199
62,2018-19,UTA*,NBA,82,50,32,.610,5.26,0.03,5.28,100.3,110.9,105.7,.538,0.572,13.4,22.9,0.217,.507,0.542,12.4,19.7,0.189
63,2018-19,TOR*,NBA,82,58,24,.707,6.09,-0.60,5.49,100.2,113.1,107.1,.543,0.579,12.4,21.9,0.198,.509,0.545,13.1,22.9,0.190
64,2018-19,SAS*,NBA,82,48,34,.585,1.68,0.12,1.80,98.3,112.9,111.2,.534,0.572,11.0,21.0,0.194,.528,0.558,11.0,20.6,0.170
65,2018-19,SAC,NBA,82,39,43,.476,-1.12,0.31,-0.81,103.1,110.4,111.5,.524,0.554,11.5,23.1,0.177,.533,0.569,13.6,24.5,0.207
66,2018-19,POR*,NBA,82,53,29,.646,4.20,0.24,4.43,99.1,114.7,110.5,.528,0.568,12.1,26.6,0.210,.516,0.552,11.0,22.1,0.195
67,2018-19,PHO,NBA,82,19,63,.232,-9.34,0.73,-8.61,100.5,105.9,115.1,.514,0.552,13.8,20.5,0.202,.545,0.582,13.5,27.5,0.236
68,2018-19,PHI*,NBA,82,51,31,.622,2.70,-0.44,2.25,101.6,112.6,110.0,.532,0.574,12.9,24.5,0.241,.512,0.550,11.1,21.4,0.206
69,2018-19,ORL*,NBA,82,42,40,.512,0.71,-0.43,0.28,98.1,108.9,108.1,.518,0.550,11.9,22.0,0.168,.515,0.550,11.8,20.3,0.186
70,2018-19,OKC*,NBA,82,49,33,.598,3.40,0.15,3.56,102.8,110.3,107.0,.514,0.545,11.7,26.0,0.190,.523,0.560,14.4,21.8,0.206
71,2018-19,NYK,NBA,82,17,65,.207,-9.21,0.28,-8.93,99.6,104.5,113.7,.490,0.529,12.4,22.1,0.205,.533,0.568,11.7,23.9,0.203
72,2018-19,NOP,NBA,82,33,49,.402,-1.33,0.23,-1.10,103.3,111.4,112.6,.529,0.563,12.6,24.1,0.193,.532,0.566,11.6,23.2,0.193
73,2018-19,MIN,NBA,82,36,46,.439,-1.50,0.48,-1.02,100.2,111.4,112.9,.511,0.552,11.4,24.6,0.210,.538,0.571,12.9,25.1,0.190
74,2018-19,MIL*,NBA,82,60,22,.732,8.87,-0.82,8.04,103.3,113.8,105.2,.550,0.583,12.0,20.8,0.197,.503,0.532,11.5,19.7,0.162
75,2018-19,MIA,NBA,82,39,43,.476,-0.23,-0.22,-0.45,98.2,107.3,107.6,.515,0.542,13.1,24.8,0.172,.510,0.547,12.7,22.4,0.201
76,2018-19,MEM,NBA,82,33,49,.402,-2.60,0.51,-2.08,96.6,106.1,108.8,.508,0.548,12.9,20.0,0.210,.521,0.563,13.9,22.4,0.232
77,2018-19,LAL,NBA,82,37,45,.451,-1.72,0.39,-1.33,103.2,107.8,109.5,.527,0.554,13.4,22.2,0.180,.516,0.552,12.2,23.6,0.192
78,2018-19,LAC*,NBA,82,48,34,.585,0.85,0.23,1.09,101.7,112.4,111.5,.529,0.575,12.7,22.0,0.258,.514,0.555,11.4,24.0,0.224
79,2018-19,IND*,NBA,82,48,34,.585,3.33,-0.57,2.76,98.1,109.9,106.5,.530,0.561,12.4,21.9,0.182,.516,0.549,14.1,23.8,0.184
80,2018-19,HOU*,NBA,82,53,29,.646,4.77,0.19,4.96,97.9,115.5,110.7,.542,0.581,12.0,22.8,0.221,.525,0.562,13.4,25.6,0.210
81,2018-19,GSW*,NBA,82,57,25,.695,6.46,-0.04,6.42,100.9,115.9,109.5,.565,0.596,12.6,22.5,0.182,.508,0.546,11.7,22.9,0.205
82,2018-19,DET*,NBA,82,41,41,.500,-0.24,-0.31,-0.56,97.4,109.0,109.2,.509,0.544,12.3,24.8,0.195,.526,0.562,12.8,21.3,0.211
83,2018-19,DEN*,NBA,82,54,28,.659,3.95,0.24,4.19,97.7,113.0,108.9,.527,0.558,11.9,26.6,0.175,.521,0.555,12.3,22.0,0.194
84,2018-19,DAL,NBA,82,33,49,.402,-1.28,0.42,-0.87,99.0,109.4,110.7,.519,0.555,12.7,22.7,0.216,.522,0.557,11.6,22.5,0.191
85,2018-19,CLE,NBA,82,19,63,.232,-9.61,0.22,-9.39,96.6,107.7,117.6,.503,0.540,12.2,23.7,0.187,.564,0.593,11.5,23.0,0.181
86,2018-19,CHO,NBA,82,39,43,.476,-1.10,-0.22,-1.32,98.7,111.4,112.5,.514,0.554,10.9,21.7,0.205,.538,0.570,12.1,22.9,0.179
87,2018-19,CHI,NBA,82,22,60,.268,-8.41,0.10,-8.32,99.0,104.8,113.2,.505,0.541,12.7,19.4,0.184,.541,0.573,11.9,22.7,0.188
88,2018-19,BRK*,NBA,82,42,40,.512,-0.07,-0.33,-0.40,100.8,109.6,109.7,.520,0.556,13.0,23.8,0.211,.512,0.548,11.6,23.6,0.190
89,2018-19,BOS*,NBA,82,49,33,.598,4.44,-0.54,3.90,99.6,112.2,107.8,.534,0.567,11.5,21.6,0.173,.514,0.550,13.4,23.0,0.198
90,2018-19,ATL,NBA,82,29,53,.354,-6.02,-0.04,-6.06,103.9,108.1,113.9,.522,0.555,14.3,24.7,0.192,.541,0.580,12.8,23.6,0.237
91,2017-18,WAS*,NBA,82,43,39,.524,0.59,-0.06,0.53,96.6,109.3,108.7,.525,0.560,13.3,23.5,0.196,.522,0.560,13.6,22.9,0.212
92,2017-18,UTA*,NBA,82,48,34,.585,4.30,0.17,4.47,95.7,108.4,103.9,.527,0.564,13.7,21.5,0.202,.506,0.543,14.0,20.2,0.190
93,2017-18,TOR*,NBA,82,59,23,.720,7.78,-0.49,7.29,97.4,113.8,105.9,.539,0.575,12.1,23.0,0.198,.501,0.541,13.0,22.3,0.212
94,2017-18,SAS*,NBA,82,47,35,.573,2.89,0.00,2.89,95.0,107.9,104.8,.507,0.543,12.2,23.7,0.189,.507,0.539,13.2,21.4,0.170
95,2017-18,SAC,NBA,82,27,55,.329,-6.99,0.39,-6.60,94.9,103.7,111.1,.502,0.529,12.8,21.5,0.143,.542,0.576,13.5,22.4,0.199
96,2017-18,POR*,NBA,82,49,33,.598,2.60,0.00,2.60,96.5,109.1,106.4,.511,0.549,12.3,23.3,0.192,.503,0.539,11.7,20.9,0.193
97,2017-18,PHO,NBA,82,21,61,.256,-9.37,0.57,-8.80,100.3,103.5,112.8,.495,0.532,13.9,22.5,0.203,.533,0.569,11.9,23.5,0.212
98,2017-18,PHI*,NBA,82,52,30,.634,4.50,-0.20,4.30,99.8,109.5,105.0,.535,0.568,14.6,25.3,0.198,.492,0.532,12.6,21.4,0.218
99,2017-18,ORL,NBA,82,25,57,.305,-4.82,-0.10,-4.92,98.1,105.2,110.1,.512,0.545,13.3,20.0,0.180,.525,0.559,12.8,24.4,0.187
100,2017-18,OKC*,NBA,82,48,34,.585,3.41,0.00,3.42,96.7,110.7,107.2,.514,0.546,12.4,27.7,0.197,.525,0.560,14.7,22.6,0.193
101,2017-18,NYK,NBA,82,29,53,.354,-3.56,0.03,-3.53,96.8,107.1,110.7,.510,0.544,13.3,24.1,0.170,.522,0.559,12.2,23.3,0.208
102,2017-18,NOP*,NBA,82,48,34,.585,1.30,0.18,1.48,100.5,109.6,108.3,.541,0.573,13.3,20.0,0.183,.513,0.547,12.5,23.3,0.175
103,2017-18,MIN*,NBA,82,47,35,.573,2.23,0.12,2.35,96.0,113.4,111.1,.523,0.566,11.4,24.4,0.225,.539,0.573,13.9,23.6,0.189
104,2017-18,MIL*,NBA,82,44,38,.537,-0.30,-0.15,-0.45,96.2,109.8,110.1,.531,0.571,12.9,20.4,0.220,.528,0.568,14.2,24.1,0.220
105,2017-18,MIA*,NBA,82,44,38,.537,0.48,-0.33,0.15,95.6,106.8,106.3,.520,0.551,13.3,21.5,0.173,.507,0.548,13.1,21.0,0.215
106,2017-18,MEM,NBA,82,22,60,.268,-6.21,0.39,-5.81,94.9,104.5,111.0,.500,0.539,14.0,22.4,0.201,.529,0.573,13.8,23.5,0.256
107,2017-18,LAL,NBA,82,35,47,.427,-1.55,0.11,-1.44,100.3,106.5,108.0,.517,0.548,13.8,23.6,0.188,.514,0.549,12.5,22.3,0.190
108,2017-18,LAC,NBA,82,42,40,.512,0.04,0.11,0.15,98.7,110.3,110.2,.527,0.564,13.2,23.5,0.222,.520,0.557,12.6,23.9,0.203
109,2017-18,IND*,NBA,82,48,34,.585,1.38,-0.20,1.18,96.0,109.5,108.1,.525,0.557,12.3,22.7,0.173,.527,0.558,14.2,23.8,0.174
110,2017-18,HOU*,NBA,82,65,17,.793,8.48,-0.27,8.21,97.6,114.7,106.1,.551,0.590,12.7,21.3,0.233,.521,0.551,13.4,20.1,0.171
111,2017-18,GSW*,NBA,82,58,24,.707,5.98,-0.19,5.79,99.6,113.6,107.6,.569,0.603,14.1,21.0,0.195,.504,0.539,12.6,23.7,0.186
112,2017-18,DET,NBA,82,39,43,.476,-0.15,-0.11,-0.26,96.2,107.2,107.3,.512,0.543,12.3,22.7,0.169,.524,0.556,13.7,21.5,0.172
113,2017-18,DEN,NBA,82,46,36,.561,1.48,0.09,1.57,96.8,112.5,111.0,.536,0.570,13.4,25.7,0.198,.539,0.567,12.6,22.5,0.173
114,2017-18,DAL,NBA,82,24,58,.293,-3.04,0.34,-2.70,95.6,106.3,109.5,.513,0.544,11.6,18.0,0.166,.532,0.565,12.9,21.1,0.193
115,2017-18,CLE*,NBA,82,50,32,.610,0.94,-0.35,0.59,98.0,112.9,111.9,.547,0.584,12.6,20.1,0.214,.540,0.568,12.2,22.7,0.166
116,2017-18,CHO,NBA,82,36,46,.439,0.26,-0.19,0.07,98.4,109.4,109.1,.508,0.549,11.4,22.2,0.233,.532,0.563,12.4,19.3,0.165
117,2017-18,CHI,NBA,82,27,55,.329,-7.04,0.20,-6.84,98.3,103.8,110.9,.497,0.529,12.6,20.6,0.164,.542,0.575,12.4,19.4,0.184
118,2017-18,BRK,NBA,82,28,54,.341,-3.74,0.07,-3.67,98.9,106.9,110.6,.514,0.551,13.6,21.0,0.201,.517,0.553,11.0,23.0,0.201
119,2017-18,BOS*,NBA,82,55,27,.671,3.59,-0.35,3.23,96.0,107.6,103.9,.518,0.552,13.0,21.5,0.188,.495,0.532,13.0,21.6,0.191
120,2017-18,ATL,NBA,82,24,58,.293,-5.45,0.15,-5.30,98.3,105.0,110.6,.512,0.547,14.1,21.1,0.185,.536,0.568,13.6,23.8,0.183
121,2016-17,WAS*,NBA,82,49,33,.598,1.80,-0.45,1.36,97.4,111.2,109.3,.528,0.564,12.8,24.1,0.199,.524,0.561,13.8,24.5,0.213
122,2016-17,UTA*,NBA,82,51,31,.622,3.94,0.06,4.00,91.6,109.6,105.3,.526,0.563,13.2,23.2,0.215,.493,0.531,11.8,21.1,0.195
123,2016-17,TOR*,NBA,82,51,31,.622,4.21,-0.56,3.65,94.7,112.3,107.8,.517,0.561,11.8,25.0,0.233,.507,0.550,13.5,23.7,0.223
124,2016-17,SAS*,NBA,82,61,21,.744,7.20,-0.06,7.13,94.2,111.1,103.5,.524,0.564,12.6,24.0,0.210,.492,0.530,13.5,22.4,0.192
125,2016-17,SAC,NBA,82,32,50,.390,-3.88,0.58,-3.29,94.9,107.3,111.3,.516,0.556,13.7,21.0,0.220,.528,0.568,12.9,23.7,0.227
126,2016-17,POR*,NBA,82,41,41,.500,-0.52,0.30,-0.23,96.7,110.3,110.8,.520,0.559,12.5,23.0,0.214,.508,0.554,11.6,23.2,0.241
127,2016-17,PHO,NBA,82,24,58,.293,-5.63,0.49,-5.14,100.3,106.6,112.2,.493,0.538,13.4,26.0,0.231,.525,0.572,13.1,23.6,0.264
128,2016-17,PHI,NBA,82,28,54,.341,-5.70,-0.14,-5.83,98.5,103.2,108.9,.501,0.539,14.9,22.4,0.199,.512,0.555,13.5,24.7,0.234
129,2016-17,ORL,NBA,82,29,53,.354,-6.57,-0.04,-6.61,96.8,103.7,110.5,.489,0.524,12.1,21.6,0.184,.523,0.559,11.9,22.6,0.201
130,2016-17,OKC*,NBA,82,47,35,.573,0.76,0.39,1.14,97.8,108.3,107.5,.500,0.540,13.2,27.9,0.220,.511,0.551,12.5,21.0,0.218
131,2016-17,NYK,NBA,82,31,51,.378,-3.67,-0.20,-3.87,96.0,107.7,111.5,.496,0.534,12.4,26.6,0.188,.511,0.551,11.7,25.9,0.214
132,2016-17,NOP,NBA,82,34,48,.415,-2.10,0.41,-1.69,98.0,105.2,107.4,.504,0.539,11.7,18.5,0.192,.509,0.542,12.4,23.2,0.177
133,2016-17,MIN,NBA,82,31,51,.378,-1.11,0.47,-0.64,94.6,110.8,112.0,.511,0.555,12.9,27.2,0.229,.535,0.571,13.2,24.1,0.212
134,2016-17,MIL*,NBA,82,42,40,.512,-0.18,-0.26,-0.45,94.5,109.1,109.3,.527,0.565,13.2,21.5,0.210,.518,0.557,13.6,24.6,0.215
135,2016-17,MIA,NBA,82,41,41,.500,1.06,-0.29,0.77,95.2,107.8,106.7,.512,0.541,12.4,24.2,0.177,.496,0.540,12.6,23.6,0.220
136,2016-17,MEM*,NBA,82,43,39,.524,0.49,0.47,0.96,92.3,107.7,107.1,.491,0.535,12.1,24.8,0.219,.506,0.551,13.6,22.5,0.256
137,2016-17,LAL,NBA,82,26,56,.317,-6.88,0.58,-6.29,98.5,106.0,113.0,.501,0.537,13.5,25.0,0.195,.542,0.577,13.0,24.2,0.213
138,2016-17,LAC*,NBA,82,51,31,.622,4.29,0.13,4.42,96.1,112.7,108.2,.537,0.574,12.0,21.5,0.233,.506,0.546,12.1,23.1,0.211
139,2016-17,IND*,NBA,82,42,40,.512,-0.22,-0.42,-0.64,95.9,108.6,108.8,.516,0.558,12.8,21.2,0.212,.512,0.555,13.6,24.5,0.225
140,2016-17,HOU*,NBA,82,55,27,.671,5.77,0.08,5.84,100.0,114.7,109.0,.545,0.583,13.3,24.6,0.233,.519,0.556,13.2,24.2,0.194
141,2016-17,GSW*,NBA,82,67,15,.817,11.63,-0.28,11.35,99.8,115.6,104.0,.563,0.597,13.2,22.8,0.204,.486,0.525,13.5,25.1,0.198
142,2016-17,DET,NBA,82,37,45,.451,-1.12,-0.17,-1.29,95.0,106.0,107.1,.492,0.521,10.9,24.1,0.157,.516,0.553,12.1,18.8,0.197
143,2016-17,DEN,NBA,82,40,42,.488,0.51,0.19,0.70,98.3,113.2,112.7,.530,0.568,13.2,27.3,0.214,.532,0.567,10.9,21.3,0.194
144,2016-17,DAL,NBA,82,33,49,.402,-2.93,0.40,-2.53,92.2,105.6,108.8,.505,0.541,11.6,18.1,0.180,.529,0.568,14.4,22.4,0.218
145,2016-17,CLE*,NBA,82,51,31,.622,3.18,-0.31,2.87,96.2,113.6,110.3,.547,0.580,12.6,21.9,0.206,.516,0.549,11.4,24.2,0.174
146,2016-17,CHO,NBA,82,36,46,.439,0.20,-0.26,-0.07,95.7,108.8,108.6,.501,0.547,10.7,19.9,0.227,.523,0.554,12.1,20.4,0.164
147,2016-17,CHI*,NBA,82,41,41,.500,0.43,-0.39,0.03,95.3,107.4,107.0,.487,0.530,12.3,27.0,0.206,.507,0.540,12.4,23.2,0.169
148,2016-17,BRK,NBA,82,20,62,.244,-6.73,-0.01,-6.74,101.3,104.1,110.7,.507,0.551,14.7,19.6,0.228,.513,0.552,11.6,23.9,0.212
149,2016-17,BOS*,NBA,82,53,29,.646,2.63,-0.39,2.25,96.8,111.2,108.4,.525,0.567,12.2,21.2,0.220,.503,0.545,12.6,24.7,0.223
150,2016-17,ATL*,NBA,82,43,39,.524,-0.85,-0.38,-1.23,97.4,104.9,105.7,.504,0.541,14.2,23.6,0.215,.507,0.541,13.8,23.9,0.179
151,2015-16,WAS,NBA,82,41,41,.500,-0.50,0.00,-0.50,98.5,105.3,105.8,.511,0.544,13.1,20.6,0.192,.515,0.555,14.6,22.3,0.218
152,2015-16,UTA,NBA,82,40,42,.488,1.79,0.05,1.84,91.0,105.9,103.9,.501,0.540,14.2,25.9,0.213,.495,0.534,13.5,22.3,0.210
153,2015-16,TOR*,NBA,82,56,26,.683,4.50,-0.42,4.08,92.9,110.0,105.2,.504,0.552,12.3,24.6,0.255,.498,0.535,12.7,22.3,0.201
154,2015-16,SAS*,NBA,82,67,15,.817,10.63,-0.36,10.28,93.8,110.3,99.0,.526,0.564,12.4,23.0,0.197,.477,0.513,14.1,20.9,0.182
155,2015-16,SAC,NBA,82,33,49,.402,-2.48,0.16,-2.32,100.0,106.0,108.4,.510,0.546,14.2,23.9,0.214,.521,0.557,14.0,25.1,0.202
156,2015-16,POR*,NBA,82,44,38,.537,0.83,0.15,0.98,96.0,108.8,108.0,.511,0.548,13.2,25.9,0.202,.503,0.543,12.1,23.8,0.225
157,2015-16,PHO,NBA,82,23,59,.280,-6.66,0.34,-6.32,98.5,102.2,109.0,.487,0.526,15.2,25.4,0.204,.523,0.563,13.5,22.9,0.237
